"pathway","N","DE","P.DE","FDR"
"WP_NANOPARTICLE_TRIGGERED_REGULATED_NECROSIS",12,1,0.69969751679849,1
"WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY",35,2,0.850733980193847,1
"WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC",15,2,0.456833021829931,1
"WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR",76,5,0.918706626951066,1
"WP_LEPTIN_SIGNALING_PATHWAY",74,12,0.199282868652763,0.936265948413396
"WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT",110,18,0.22622843373714,0.945684440980129
"WP_METHYLATION_PATHWAYS",9,2,0.158821446334598,0.884976402941223
"WP_NLR_PROTEINS",8,0,1,1
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",81,2,0.983001331139112,1
"WP_ESTROGEN_RECEPTOR_PATHWAY",13,1,0.796446260752396,1
"WP_GASTRIC_CANCER_NETWORK_2",31,1,0.967611782488984,1
"WP_PHYTOCHEMICAL_ACTIVITY_ON_NRF2_TRANSCRIPTIONAL_ACTIVATION",15,1,0.806945970342224,1
"WP_IL7_SIGNALING_PATHWAY",24,7,0.0424583098241378,0.717551519563081
"WP_TRYPTOPHAN_METABOLISM",39,3,0.647179325255516,1
"WP_SPHINGOLIPID_PATHWAY",30,3,0.559104020746527,1
"WP_COMPLEMENT_ACTIVATION",21,3,0.166657898507057,0.894208004678964
"WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY",33,9,0.0510068789687456,0.731470476725191
"WP_SLEEP_REGULATION",38,4,0.572019839018578,1
"WP_ADIPOGENESIS",129,26,0.00663889840441974,0.451719927108996
"WP_NEOVASCULARISATION_PROCESSES",37,6,0.371132847157823,1
"WP_ATR_SIGNALING",9,0,1,1
"WP_TYROBP_CAUSAL_NETWORK",59,20,5.03730638905793e-07,0.000713534450010056
"WP_SUPRESSION_OF_HMGB1_MEDIATED_INFLAMMATION_BY_THBD",8,0,1,1
"WP_SEROTONIN_AND_ANXIETY",15,3,0.339638242323168,1
"WP_NCRNAS_INVOLVED_IN_STAT3_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA",17,2,0.541937496420918,1
"WP_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS",9,1,0.61858720459681,1
"WP_STATIN_PATHWAY",31,2,0.772322279871115,1
"WP_ARACHIDONATE_EPOXYGENASE_EPOXIDE_HYDROLASE",7,0,1,1
"WP_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS",30,4,0.648203962662194,1
"WP_LEPTIN_INSULIN_OVERLAP",16,2,0.74370475944846,1
"WP_ATM_SIGNALING_NETWORK_IN_DEVELOPMENT_AND_DISEASE",42,5,0.485404510683752,1
"WP_BONE_MORPHOGENIC_PROTEIN_BMP_SIGNALLING_AND_REGULATION",12,3,0.192635652026118,0.920298148718368
"WP_REGULATION_OF_ACTIN_CYTOSKELETON",141,23,0.126097439438405,0.845720141148663
"WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV1_LTR",34,6,0.182923708386856,0.899919026815502
"WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1",31,3,0.753397906537285,1
"WP_BLADDER_CANCER",40,10,0.0355951188813061,0.681357917505001
"WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE",86,8,0.534065843315402,1
"WP_REGULATION_OF_WNTBCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS",17,3,0.43362224061041,1
"WP_GPR40_PATHWAY",15,4,0.126467732889148,0.845720141148663
"WP_DEVELOPMENT_OF_PULMONARY_DENDRITIC_CELLS_AND_MACROPHAGE_SUBSETS",13,3,0.26040433239908,0.971382407535668
"WP_CELL_DIFFERENTIATION_INDEX",37,3,0.434418745430335,1
"WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING",34,5,0.176015052378962,0.89559959394792
"WP_ESC_PLURIPOTENCY_PATHWAYS",111,18,0.256071563507156,0.96902010957036
"WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION",46,3,0.946289438366448,1
"WP_BDNFTRKB_SIGNALING",33,6,0.276041140859809,0.990583259804355
"WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN",22,3,0.423657687240341,1
"WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_INVOLUTION_STAGE_4_OF_4",10,1,0.715171851464334,1
"WP_HFE_EFFECT_ON_HEPCIDIN_PRODUCTION",7,2,0.156268349117239,0.883649167762752
"WP_IL2_SIGNALING_PATHWAY",41,8,0.15210122680849,0.872800239256998
"WP_INSULIN_SIGNALLING_IN_HUMAN_ADIPOCYTES_DIABETIC_CONDITION",8,1,0.68757006610553,1
"WP_STEROID_BIOSYNTHESIS",10,1,0.436924032312619,1
"WP_LEPTIN_AND_ADIPONECTIN",10,2,0.305136866272235,1
"WP_NOTCH_SIGNALING_PATHWAY_NETPATH",60,13,0.0653614292068478,0.77388430980496
"WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL",15,0,1,1
"WP_NAD_METABOLISM",15,4,0.0524435968352055,0.731470476725191
"WP_PRADERWILLI_AND_ANGELMAN_SYNDROME",65,7,0.640645552128905,1
"WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1",45,7,0.256764315426335,0.96988440747041
"WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3",30,7,0.229660093880843,0.946787345933959
"WP_MITOCHONDRIAL_GENE_EXPRESSION",17,3,0.282118293339697,0.994081001282788
"WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING",27,5,0.330022855459642,1
"WP_MESODERMAL_COMMITMENT_PATHWAY",147,24,0.155559021082413,0.88316374093482
"WP_PPAR_ALPHA_PATHWAY",26,2,0.763349653713042,1
"WP_PTF1A_RELATED_REGULATORY_PATHWAY",11,2,0.485415138752119,1
"WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY",37,2,0.901486191184535,1
"WP_APOE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS",7,2,0.110777428947291,0.840494772108662
"WP_AFLATOXIN_B1_METABOLISM",7,1,0.403676348830317,1
"WP_MAPK_AND_NFKB_SIGNALLING_PATHWAYS_INHIBITED_BY_YERSINIA_YOPJ",10,1,0.645208416556318,1
"WP_PPAR_SIGNALING_PATHWAY",66,3,0.940842932110858,1
"WP_VITAMIN_A_AND_CAROTENOID_METABOLISM",42,6,0.286364712056937,1
"WP_PDGF_PATHWAY",38,8,0.0908021547955654,0.79558929708388
"WP_ANGIOGENESIS",24,3,0.686455846245241,1
"WP_LIVER_X_RECEPTOR_PATHWAY",10,1,0.741994887523189,1
"WP_EDA_SIGNALLING_IN_HAIR_FOLLICLE_DEVELOPMENT",12,1,0.818561174978695,1
"WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY",125,19,0.0332143739369852,0.668278068471016
"WP_IL17_SIGNALING_PATHWAY",30,4,0.372776474532854,1
"WP_TLR4_SIGNALING_AND_TOLERANCE",25,2,0.65921979307655,1
"WP_ONCOSTATIN_M_SIGNALING_PATHWAY",65,9,0.394632844897024,1
"WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA",86,10,0.71939158353146,1
"WP_ERK_PATHWAY_IN_HUNTINGTONS_DISEASE",14,0,1,1
"WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS",39,4,0.610378600484662,1
"WP_REGULATION_OF_MICROTUBULE_CYTOSKELETON",46,6,0.676421169586918,1
"WP_PREGNANE_X_RECEPTOR_PATHWAY",32,4,0.271058020688238,0.981578776384864
"WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3",68,13,0.0515541610903381,0.731470476725191
"WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING",37,4,0.65825426733758,1
"WP_AMINO_ACID_METABOLISM",87,5,0.906344874497075,1
"WP_NOTCH_SIGNALING",45,7,0.395132956841192,1
"WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING",28,5,0.315296383006031,1
"WP_TOLLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88",27,2,0.717433595805769,1
"WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION",18,4,0.210338440706637,0.945684440980129
"WP_ECTODERM_DIFFERENTIATION",129,17,0.697994317863803,1
"WP_PHYSIOLOGICAL_AND_PATHOLOGICAL_HYPERTROPHY_OF_THE_HEART",24,2,0.853231763606617,1
"WP_INTEGRINMEDIATED_CELL_ADHESION",98,14,0.374035483150568,1
"WP_EXRNA_MECHANISM_OF_ACTION_AND_BIOGENESIS",7,0,1,1
"WP_PREIMPLANTATION_EMBRYO",57,5,0.783594122871209,1
"WP_DOPAMINERGIC_NEUROGENESIS",30,1,0.993149126352254,1
"WP_HUMAN_COMPLEMENT_SYSTEM",95,11,0.131322783336994,0.845720141148663
"WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4",12,3,0.230792107525888,0.946787345933959
"WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_RLR_PATHWAY",53,5,0.509884822096273,1
"WP_PILOCYTIC_ASTROCYTOMA",6,0,1,1
"WP_MONOAMINE_GPCRS",32,2,0.82404810132719,1
"WP_SIMPLIFIED_INTERACTION_MAP_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY",18,2,0.700619888158511,1
"WP_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES",5,1,0.406375661652602,1
"WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II",178,17,0.238686093903144,0.952891376202313
"WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING",13,1,0.872085975191117,1
"WP_ENERGY_METABOLISM",48,9,0.0616464758089625,0.765984499854345
"WP_ENDODERM_DIFFERENTIATION",138,20,0.371175463173778,1
"WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY",28,6,0.0423390345228634,0.717551519563081
"WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX",20,2,0.787501639799305,1
"WP_MAPK_CASCADE",31,5,0.375715190412353,1
"WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION",36,4,0.586637869111262,1
"WP_FATTY_ACID_BETA_OXIDATION",32,2,0.825038115203672,1
"WP_DNA_IRDOUBLE_STRAND_BREAKS_DSBS_AND_CELLULAR_RESPONSE_VIA_ATM",54,5,0.726259275511709,1
"WP_OSTEOBLAST_SIGNALING",14,3,0.203790086835933,0.94336162746111
"WP_NICOTINE_METABOLISM",6,0,1,1
"WP_PROLACTIN_SIGNALING_PATHWAY",74,12,0.251836184069548,0.963619475397507
"WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY",41,7,0.205704880957336,0.945684440980129
"WP_OSTEOPONTIN_SIGNALING",12,1,0.646794393372636,1
"WP_CORI_CYCLE",15,3,0.269413208482809,0.981578776384864
"WP_G13_SIGNALING_PATHWAY",38,6,0.261995466014592,0.973753902380434
"WP_TGIF_DISRUPTION_OF_SHH_SIGNALING",9,0,1,1
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY",14,0,1,1
"WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY",27,3,0.687222913446585,1
"WP_HEART_DEVELOPMENT",46,6,0.593164693244255,1
"WP_IRINOTECAN_PATHWAY",13,1,0.593084035023102,1
"WP_FLUOROPYRIMIDINE_ACTIVITY",33,4,0.400291169034692,1
"WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",53,8,0.222953300688494,0.945684440980129
"WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS",12,1,0.812153586116592,1
"WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY",48,5,0.490141861548781,1
"WP_PDGFRBETA_PATHWAY",28,7,0.0550889799090866,0.737577842760258
"WP_FOLATE_METABOLISM",70,6,0.5771672228567,1
"WP_PHOTODYNAMIC_THERAPYINDUCED_UNFOLDED_PROTEIN_RESPONSE",27,1,0.92807944821495,1
"WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER",105,19,0.0188864339434324,0.562548114497097
"WP_KENNEDY_PATHWAY_FROM_SPHINGOLIPIDS",13,2,0.449817160749446,1
"WP_TCA_CYCLE_NUTRIENT_UTILIZATION_AND_INVASIVENESS_OF_OVARIAN_CANCER",5,0,1,1
"WP_DOPAMINE_METABOLISM",11,1,0.703703878267582,1
"WP_ENDOMETRIAL_CANCER",61,9,0.543157869206818,1
"WP_BMP_SIGNALING_PATHWAY_IN_EYELID_DEVELOPMENT",20,3,0.538934844051257,1
"WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY",95,16,0.0826057703413409,0.790615362760198
"WP_GLUCOCORTICOID_RECEPTOR_PATHWAY",69,8,0.446190002994403,1
"WP_SECRETION_OF_HYDROCHLORIC_ACID_IN_PARIETAL_CELLS",5,0,1,1
"WP_G1_TO_S_CELL_CYCLE_CONTROL",64,5,0.864609138204787,1
"WP_INTEGRATED_CANCER_PATHWAY",44,6,0.408268230634177,1
"WP_GPCRS_OTHER",89,8,0.442197416774994,1
"WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING",68,13,0.0900111162265314,0.79558929708388
"WP_TAMOXIFEN_METABOLISM",21,0,1,1
"WP_TCELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING",29,2,0.90259079222674,1
"WP_NANOMATERIALINDUCED_INFLAMMASOME_ACTIVATION",6,0,1,1
"WP_HYPOTHETICAL_CRANIOFACIAL_DEVELOPMENT_PATHWAY",7,0,1,1
"WP_TARGET_OF_RAPAMYCIN_TOR_SIGNALING",35,9,0.0182715544714081,0.562548114497097
"WP_PRION_DISEASE_PATHWAY",33,7,0.109616995246148,0.840494772108662
"WP_SIGNALING_PATHWAYS_IN_GLIOBLASTOMA",81,15,0.171719843959427,0.89559959394792
"WP_DEGRADATION_PATHWAY_OF_SPHINGOLIPIDS_INCLUDING_DISEASES",9,1,0.602201200785445,1
"WP_PROTEASOME_DEGRADATION",60,2,0.98192096501609,1
"WP_ACETYLCHOLINE_SYNTHESIS",6,0,1,1
"WP_INFLAMMATORY_RESPONSE_PATHWAY",28,3,0.570593994100183,1
"WP_ASSOCIATION_BETWEEN_PHYSICOCHEMICAL_FEATURES_AND_TOXICITY_ASSOCIATED_PATHWAYS",63,10,0.25444325883139,0.967567452710509
"WP_GPCRS_CLASS_B_SECRETINLIKE",21,1,0.92940080755998,1
"WP_IL9_SIGNALING_PATHWAY",15,6,0.00869363160707567,0.46469921401595
"WP_OXIDATIVE_STRESS",30,2,0.819165127011745,1
"WP_ENDOCHONDRAL_OSSIFICATION",64,8,0.636310782821883,1
"WP_GENE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS",11,2,0.515728854749144,1
"WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",8,0,1,1
"WP_COMPLEMENT_AND_COAGULATION_CASCADES",56,7,0.151579295313078,0.872800239256998
"WP_CELL_CYCLE",118,7,0.966721231205718,1
"WP_ENDOTHELIN_PATHWAYS",33,3,0.761256777244099,1
"WP_MATRIX_METALLOPROTEINASES",29,3,0.537129417812277,1
"WP_OXIDATION_BY_CYTOCHROME_P450",60,5,0.510569105277413,1
"WP_APOPTOSIS",83,10,0.512882700221971,1
"WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION",39,6,0.344695499159731,1
"WP_IL6_SIGNALING_PATHWAY",42,9,0.057202268819907,0.743367098930259
"WP_NUCLEAR_RECEPTORS",37,10,0.0445761172928811,0.717551519563081
"WP_TYPE_II_DIABETES_MELLITUS",20,4,0.273805694083307,0.98688489992113
"WP_P38_MAPK_SIGNALING_PATHWAY",33,5,0.395296663077489,1
"WP_IRON_METABOLISM_IN_PLACENTA",12,0,1,1
"WP_ARYL_HYDROCARBON_RECEPTOR_NETPATH",48,8,0.228999389255952,0.946787345933959
"WP_TNF_ALPHA_SIGNALING_PATHWAY",89,7,0.89314777332967,1
"WP_NUCLEOTIDE_METABOLISM",14,0,1,1
"WP_APOPTOSIS_MODULATION_AND_SIGNALING",86,11,0.303028274873748,1
"WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE",25,7,0.0294777508367857,0.647766882107062
"WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY",17,1,0.720701204160477,1
"WP_RANKLRANK_RECEPTOR_ACTIVATOR_OF_NFKB_LIGAND_SIGNALING_PATHWAY",54,12,0.0298943981374129,0.651467922486851
"WP_DNA_MISMATCH_REPAIR",23,1,0.910832601170102,1
"WP_WNT_SIGNALING",112,19,0.199858336297588,0.937415011144152
"WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA",8,0,1,1
"WP_SULINDAC_METABOLIC_PATHWAY",5,1,0.518368241886519,1
"WP_ESTROGEN_SIGNALING_PATHWAY",21,3,0.527575853248759,1
"WP_FAS_LIGAND_FASL_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS_HSP_REGULATION",43,6,0.418286561293491,1
"WP_HYPERTROPHY_MODEL",20,2,0.626806403561328,1
"WP_HEDGEHOG_SIGNALING_PATHWAY_NETPATH",16,1,0.928653040309448,1
"WP_CANNABINOID_RECEPTOR_SIGNALING",29,6,0.0683906361908723,0.77388430980496
"WP_EFFECTS_OF_NITRIC_OXIDE",7,1,0.554728803858915,1
"WP_RETINOBLASTOMA_GENE_IN_CANCER",82,7,0.839639970652705,1
"WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS",18,1,0.890953236911371,1
"WP_ACE_INHIBITOR_PATHWAY",14,1,0.714231425665111,1
"WP_CARDIAC_PROGENITOR_DIFFERENTIATION",53,7,0.548052876530445,1
"WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA",59,9,0.426551677943653,1
"WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS",38,5,0.510673218843547,1
"WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY",68,11,0.298552280511926,1
"WP_CARDIAC_HYPERTROPHIC_RESPONSE",53,8,0.407054984254792,1
"WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING",17,2,0.662674678023492,1
"WP_EPO_RECEPTOR_SIGNALING",26,5,0.233822905409311,0.947668513626004
"WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER",52,10,0.141137909145557,0.864623260677903
"WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR",8,0,1,1
"WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY",66,4,0.90243157372839,1
"WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY",138,25,0.0804157679079819,0.790615362760198
"WP_TRIACYLGLYCERIDE_SYNTHESIS",23,4,0.235592740298152,0.950137934128745
"WP_EBOLA_VIRUS_PATHWAY_ON_HOST",126,23,0.0304066396692327,0.657572596816307
"WP_OSTEOCLAST_SIGNALING",15,2,0.381279046975578,1
"WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY",39,16,2.99912674325135e-07,0.000713534450010056
"WP_PEPTIDE_GPCRS",69,10,0.0530563961484813,0.731470476725191
"WP_COMPOSITION_OF_LIPID_PARTICLES",9,0,1,1
"WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY",39,6,0.116444662124746,0.840494772108662
"WP_WNT_SIGNALING_IN_KIDNEY_DISEASE",36,5,0.512274043655671,1
"WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY",88,18,0.0245542761969146,0.626687067259991
"WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY",16,4,0.0323101243211614,0.66329407392645
"WP_MEVALONATE_PATHWAY",7,0,1,1
"WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS",41,5,0.797859872584674,1
"WP_NAD_BIOSYNTHETIC_PATHWAYS",22,2,0.537015738890168,1
"WP_BIOGENIC_AMINE_SYNTHESIS",13,4,0.0766946640661812,0.78384583117166
"WP_HEDGEHOG_SIGNALING_PATHWAY",43,9,0.127974872667502,0.845720141148663
"WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING",35,3,0.755387691881103,1
"WP_MACROPHAGE_MARKERS",9,0,1,1
"WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING",23,3,0.404179233639355,1
"WP_TRANSSULFURATION_AND_ONE_CARBON_METABOLISM",31,2,0.854283502068595,1
"WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE",25,6,0.0153450826728649,0.538377868600959
"WP_HOMOLOGOUS_RECOMBINATION",13,2,0.40785201072167,1
"WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE",24,5,0.162882097263725,0.889031901539084
"WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS",29,4,0.336999039084167,1
"WP_ERBB_SIGNALING_PATHWAY",87,13,0.442063083311532,1
"WP_INTERLEUKIN11_SIGNALING_PATHWAY",44,9,0.0637703864329144,0.77388430980496
"WP_FATTY_ACID_OMEGA_OXIDATION",15,0,1,1
"WP_VITAMIN_D_RECEPTOR_PATHWAY",178,22,0.186505440123868,0.904000246929441
"WP_IL4_SIGNALING_PATHWAY",52,11,0.0433732430040839,0.717551519563081
"WP_WNT_SIGNALING_PATHWAY_NETPATH",51,12,0.0679373543159176,0.77388430980496
"WP_IL3_SIGNALING_PATHWAY",48,12,0.00863343622296648,0.46469921401595
"WP_CELL_DIFFERENTIATION_INDEX_EXPANDED",44,5,0.213300985282076,0.945684440980129
"WP_MONOAMINE_TRANSPORT",31,4,0.455324436490537,1
"WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY",87,17,0.0187697202197869,0.562548114497097
"WP_GASTRIC_ACID_PRODUCTION",7,0,1,1
"WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS",50,4,0.780455834378274,1
"WP_SMALL_LIGAND_GPCRS",18,3,0.258957719031991,0.970329169043484
"WP_GANGLIO_SPHINGOLIPID_METABOLISM",12,0,1,1
"WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER",97,11,0.785099243988624,1
"WP_PANCREATIC_ADENOCARCINOMA_PATHWAY",84,13,0.271294098803159,0.981578776384864
"WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE",17,4,0.0463045471643728,0.717551519563081
"WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS",28,1,0.943064543205199,1
"WP_INHIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS",17,0,1,1
"WP_NONSMALL_CELL_LUNG_CANCER",71,15,0.0568917298228513,0.742738574138883
"WP_BREAST_CANCER_PATHWAY",152,23,0.289486837101267,1
"WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER",39,5,0.368940585280228,1
"WP_METHIONINE_METABOLISM_LEADING_TO_SULPHUR_AMINO_ACIDS_AND_RELATED_DISORDERS",11,1,0.774723462897413,1
"WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING",6,0,1,1
"WP_CALORIC_RESTRICTION_AND_AGING",8,1,0.644557477966281,1
"WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY",38,7,0.0374285274563983,0.684577992675995
"WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION",32,5,0.255256631298947,0.96902010957036
"WP_THERMOGENESIS",105,19,0.0654595853794512,0.77388430980496
"WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES",16,1,0.847972841617811,1
"WP_THE_HUMAN_IMMUNE_RESPONSE_TO_TUBERCULOSIS",22,2,0.673402899159238,1
"WP_THE_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS",10,1,0.512739301016439,1
"WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA",55,11,0.075282217013525,0.775543711997513
"WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY",19,2,0.618937034394313,1
"WP_TRYPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION",16,1,0.751534346354018,1
"WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS",13,2,0.51015074833182,1
"WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL",44,4,0.445829020716298,1
"WP_MTHFR_DEFICIENCY",24,3,0.661256309895013,1
"WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME",33,6,0.0856395730076153,0.79558929708388
"WP_ROLE_OF_ALTERED_GLYCOLYSATION_OF_MUC1_IN_TUMOUR_MICROENVIRONMENT",8,1,0.527675888360097,1
"WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER",72,10,0.443411334278237,1
"WP_RETT_SYNDROME_CAUSING_GENES",41,4,0.869311015288034,1
"WP_GENOTOXICITY_PATHWAY",59,2,0.973048105212428,1
"WP_NRF2ARE_REGULATION",23,2,0.775945311188006,1
"WP_LIPID_METABOLISM_PATHWAY",28,7,0.0341518014829929,0.668278068471016
"WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION",53,6,0.78694064763882,1
"WP_RAS_SIGNALING",178,27,0.165955245043579,0.892127531704855
"WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES",16,1,0.778361342322356,1
"WP_PURINE_METABOLISM_AND_RELATED_DISORDERS",20,1,0.789403817216307,1
"WP_VITAMIN_B6DEPENDENT_AND_RESPONSIVE_DISORDERS",5,0,1,1
"WP_FERROPTOSIS",37,3,0.753118376742056,1
"WP_DISORDERS_OF_THE_KREBS_CYCLE",7,1,0.435230220813525,1
"WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER",156,25,0.116334221957422,0.840494772108662
"WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA",34,4,0.579159943616863,1
"WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION",14,1,0.759731449837499,1
"WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES",20,5,0.139757893242048,0.860726329466784
"WP_THIAMINE_METABOLIC_PATHWAYS",8,4,0.00588294896701537,0.447070481814843
